estadio;tempo;planta;hibrid_tolerancia;n_pulverizacoes;n_pulverizacoes_caracter;n_cigarrinha
V8;28;29;baixa;4;e_4;0
V8;28;30;baixa;4;e_4;0
V8;28;31;baixa;4;e_4;0
V8;28;32;baixa;4;e_4;0
V8;28;33;baixa;4;e_4;0
V8;28;34;baixa;4;e_4;0
V8;28;35;baixa;4;e_4;0
V8;28;36;baixa;4;e_4;0
V8;28;37;baixa;4;e_4;1
V8;28;38;baixa;4;e_4;0
V8;28;39;baixa;4;e_4;0
V8;28;40;baixa;4;e_4;0
V5-V6;21;1;media;4;e_4;1
V5-V6;21;2;media;4;e_4;0
V5-V6;21;3;media;4;e_4;0
V5-V6;21;4;media;4;e_4;0
V5-V6;21;5;media;4;e_4;0
V5-V6;21;6;media;4;e_4;0
V5-V6;21;7;media;4;e_4;0
V5-V6;21;8;media;4;e_4;0
V5-V6;21;9;media;4;e_4;0
V5-V6;21;10;media;4;e_4;0
V5-V6;21;11;media;4;e_4;0
V5-V6;21;12;media;4;e_4;0
V5-V6;21;13;media;4;e_4;0
V5-V6;21;14;media;4;e_4;0
V5-V6;21;15;media;4;e_4;0
V5-V6;21;16;media;4;e_4;1
V5-V6;21;17;media;4;e_4;0
V5-V6;21;18;media;4;e_4;0
V5-V6;21;19;media;4;e_4;0
V5-V6;21;20;media;4;e_4;0
V5-V6;21;21;media;4;e_4;0
V5-V6;21;22;media;4;e_4;0
V5-V6;21;23;media;4;e_4;0
V5-V6;21;24;media;4;e_4;0
V5-V6;21;25;media;4;e_4;0
V5-V6;21;26;media;4;e_4;0
V5-V6;21;27;media;4;e_4;0
V5-V6;21;28;media;4;e_4;0
V5-V6;21;29;media;4;e_4;0
V5-V6;21;30;media;4;e_4;0
V5-V6;21;31;media;4;e_4;0
V5-V6;21;32;media;4;e_4;1
V5-V6;21;33;media;4;e_4;2
V5-V6;21;34;media;4;e_4;0
V5-V6;21;35;media;4;e_4;0
V5-V6;21;36;media;4;e_4;0
V5-V6;21;37;media;4;e_4;1
V5-V6;21;38;media;4;e_4;0
V5-V6;21;39;media;4;e_4;0
V5-V6;21;40;media;4;e_4;0
V8;28;1;media;4;e_4;0
V8;28;2;media;4;e_4;0
V8;28;3;media;4;e_4;0
V8;28;4;media;4;e_4;0
V8;28;5;media;4;e_4;0
V8;28;6;media;4;e_4;0
V8;28;7;media;4;e_4;0
V8;28;8;media;4;e_4;0
V8;28;9;media;4;e_4;0
V8;28;10;media;4;e_4;0
V8;28;11;media;4;e_4;0
V8;28;12;media;4;e_4;0
V8;28;13;media;4;e_4;0
V8;28;14;media;4;e_4;1
V8;28;15;media;4;e_4;0
V8;28;16;media;4;e_4;0
V8;28;17;media;4;e_4;1
V8;28;18;media;4;e_4;0
V8;28;19;media;4;e_4;0
V8;28;20;media;4;e_4;0
V8;28;21;media;4;e_4;0
V8;28;22;media;4;e_4;0
V8;28;23;media;4;e_4;0
V8;28;24;media;4;e_4;0
V8;28;25;media;4;e_4;0
V8;28;26;media;4;e_4;0
V8;28;27;media;4;e_4;0
V8;28;28;media;4;e_4;0
V8;28;29;media;4;e_4;0
V8;28;30;media;4;e_4;0
V8;28;31;media;4;e_4;0
V8;28;32;media;4;e_4;0
V8;28;33;media;4;e_4;1
V8;28;34;media;4;e_4;0
V8;28;35;media;4;e_4;0
V8;28;36;media;4;e_4;1
V8;28;37;media;4;e_4;0
V8;28;38;media;4;e_4;0
V8;28;39;media;4;e_4;0
V8;28;40;media;4;e_4;0
V5-V6;21;1;alta;4;e_4;0
V5-V6;21;2;alta;4;e_4;0
V5-V6;21;3;alta;4;e_4;0
V5-V6;21;4;alta;4;e_4;0
V5-V6;21;5;alta;4;e_4;0
V5-V6;21;6;alta;4;e_4;1
V5-V6;21;7;alta;4;e_4;1
V5-V6;21;8;alta;4;e_4;0
V5-V6;21;9;alta;4;e_4;0
V5-V6;21;10;alta;4;e_4;0
V5-V6;21;11;alta;4;e_4;0
V5-V6;21;12;alta;4;e_4;1
V5-V6;21;13;alta;4;e_4;0
V5-V6;21;14;alta;4;e_4;1
V5-V6;21;15;alta;4;e_4;2
V5-V6;21;16;alta;4;e_4;0
V5-V6;21;17;alta;4;e_4;0
V5-V6;21;18;alta;4;e_4;1
V5-V6;21;19;alta;4;e_4;0
V5-V6;21;20;alta;4;e_4;0
V5-V6;21;21;alta;4;e_4;0
V5-V6;21;22;alta;4;e_4;1
V5-V6;21;23;alta;4;e_4;0
V5-V6;21;24;alta;4;e_4;1
V5-V6;21;25;alta;4;e_4;0
V5-V6;21;26;alta;4;e_4;0
V5-V6;21;27;alta;4;e_4;2
V5-V6;21;28;alta;4;e_4;0
V5-V6;21;29;alta;4;e_4;0
V5-V6;21;30;alta;4;e_4;0
V5-V6;21;31;alta;4;e_4;0
V5-V6;21;32;alta;4;e_4;0
V5-V6;21;33;alta;4;e_4;1
V5-V6;21;34;alta;4;e_4;0
V5-V6;21;35;alta;4;e_4;0
V5-V6;21;36;alta;4;e_4;0
V5-V6;21;37;alta;4;e_4;2
V5-V6;21;38;alta;4;e_4;0
V5-V6;21;39;alta;4;e_4;0
V5-V6;21;40;alta;4;e_4;0
V8;28;1;alta;4;e_4;0
V8;28;2;alta;4;e_4;1
V8;28;3;alta;4;e_4;0
V8;28;4;alta;4;e_4;0
V8;28;5;alta;4;e_4;1
V8;28;6;alta;4;e_4;0
V8;28;7;alta;4;e_4;0
V8;28;8;alta;4;e_4;0
V8;28;9;alta;4;e_4;0
V8;28;10;alta;4;e_4;0
V8;28;11;alta;4;e_4;0
V8;28;12;alta;4;e_4;0
V8;28;13;alta;4;e_4;0
V8;28;14;alta;4;e_4;0
V8;28;15;alta;4;e_4;0
V8;28;16;alta;4;e_4;0
V8;28;17;alta;4;e_4;0
V8;28;18;alta;4;e_4;0
V8;28;19;alta;4;e_4;0
V8;28;20;alta;4;e_4;0
V8;28;21;alta;4;e_4;0
V8;28;22;alta;4;e_4;0
V8;28;23;alta;4;e_4;0
V8;28;24;alta;4;e_4;0
V8;28;25;alta;4;e_4;1
V8;28;26;alta;4;e_4;0
V8;28;27;alta;4;e_4;0
V8;28;28;alta;4;e_4;0
V8;28;29;alta;4;e_4;0
V8;28;30;alta;4;e_4;0
V8;28;31;alta;4;e_4;0
V8;28;32;alta;4;e_4;0
V8;28;33;alta;4;e_4;0
V8;28;34;alta;4;e_4;0
V8;28;35;alta;4;e_4;0
V8;28;36;alta;4;e_4;0
V8;28;37;alta;4;e_4;0
V8;28;38;alta;4;e_4;0
V8;28;39;alta;4;e_4;0
V8;28;40;alta;4;e_4;0
V8;28;1;baixa;5;f_5;0
V8;28;2;baixa;5;f_5;0
V8;28;3;baixa;5;f_5;0
V8;28;4;baixa;5;f_5;0
V8;28;5;baixa;5;f_5;0
V8;28;6;baixa;5;f_5;0
V8;28;7;baixa;5;f_5;0
V8;28;8;baixa;5;f_5;0
V8;28;9;baixa;5;f_5;0
V8;28;10;baixa;5;f_5;0
V8;28;11;baixa;5;f_5;0
V8;28;12;baixa;5;f_5;0
V8;28;13;baixa;5;f_5;0
V8;28;14;baixa;5;f_5;0
V8;28;15;baixa;5;f_5;0
V8;28;16;baixa;5;f_5;0
V8;28;17;baixa;5;f_5;0
V8;28;18;baixa;5;f_5;0
V8;28;19;baixa;5;f_5;0
V8;28;20;baixa;5;f_5;0
V8;28;21;baixa;5;f_5;0
V8;28;22;baixa;5;f_5;0
V8;28;23;baixa;5;f_5;0
V8;28;24;baixa;5;f_5;1
V8;28;25;baixa;5;f_5;0
V8;28;26;baixa;5;f_5;0
V8;28;27;baixa;5;f_5;1
V8;28;28;baixa;5;f_5;0
V8;28;29;baixa;5;f_5;0
V8;28;30;baixa;5;f_5;0
V8;28;31;baixa;5;f_5;0
V8;28;32;baixa;5;f_5;0
V8;28;33;baixa;5;f_5;0
V8;28;34;baixa;5;f_5;0
V8;28;35;baixa;5;f_5;0
V8;28;36;baixa;5;f_5;1
V8;28;37;baixa;5;f_5;0
V8;28;38;baixa;5;f_5;1
V8;28;39;baixa;5;f_5;0
V8;28;40;baixa;5;f_5;0
V8;28;1;media;5;f_5;0
V8;28;2;media;5;f_5;0
V8;28;3;media;5;f_5;0
V8;28;4;media;5;f_5;0
V8;28;5;media;5;f_5;0
V8;28;6;media;5;f_5;0
V8;28;7;media;5;f_5;0
V8;28;8;media;5;f_5;0
V8;28;9;media;5;f_5;0
V8;28;10;media;5;f_5;0
V8;28;11;media;5;f_5;0
V8;28;12;media;5;f_5;1
V8;28;13;media;5;f_5;0
V8;28;14;media;5;f_5;0
V8;28;15;media;5;f_5;1
V8;28;16;media;5;f_5;0
V8;28;17;media;5;f_5;0
V8;28;18;media;5;f_5;0
V8;28;19;media;5;f_5;0
V8;28;20;media;5;f_5;0
V8;28;21;media;5;f_5;0
V8;28;22;media;5;f_5;0
V8;28;23;media;5;f_5;0
V8;28;24;media;5;f_5;0
V8;28;25;media;5;f_5;1
V8;28;26;media;5;f_5;0
V8;28;27;media;5;f_5;0
V8;28;28;media;5;f_5;0
V8;28;29;media;5;f_5;0
V8;28;30;media;5;f_5;0
V8;28;31;media;5;f_5;0
V8;28;32;media;5;f_5;0
V8;28;33;media;5;f_5;0
V8;28;34;media;5;f_5;0
V8;28;35;media;5;f_5;0
V8;28;36;media;5;f_5;0
V8;28;37;media;5;f_5;0
V8;28;38;media;5;f_5;0
V8;28;39;media;5;f_5;0
V8;28;40;media;5;f_5;0
V8;28;1;alta;5;f_5;0
V8;28;2;alta;5;f_5;0
V8;28;3;alta;5;f_5;0
V8;28;4;alta;5;f_5;0
V8;28;5;alta;5;f_5;0
V8;28;6;alta;5;f_5;0
V8;28;7;alta;5;f_5;0
V8;28;8;alta;5;f_5;0
V8;28;9;alta;5;f_5;0
V8;28;10;alta;5;f_5;0
V8;28;11;alta;5;f_5;0
V8;28;12;alta;5;f_5;0
V8;28;13;alta;5;f_5;0
V8;28;14;alta;5;f_5;0
V8;28;15;alta;5;f_5;0
V8;28;16;alta;5;f_5;0
V8;28;17;alta;5;f_5;0
V8;28;18;alta;5;f_5;0
V8;28;19;alta;5;f_5;0
V8;28;20;alta;5;f_5;0
V8;28;21;alta;5;f_5;0
V8;28;22;alta;5;f_5;0
V8;28;23;alta;5;f_5;0
V8;28;24;alta;5;f_5;0
V8;28;25;alta;5;f_5;0
V8;28;26;alta;5;f_5;0
V8;28;27;alta;5;f_5;0
V8;28;28;alta;5;f_5;0
V8;28;29;alta;5;f_5;0
V8;28;30;alta;5;f_5;0
V8;28;31;alta;5;f_5;0
V8;28;32;alta;5;f_5;0
V8;28;33;alta;5;f_5;0
V8;28;34;alta;5;f_5;0
V8;28;35;alta;5;f_5;0
V8;28;36;alta;5;f_5;0
V8;28;37;alta;5;f_5;0
V8;28;38;alta;5;f_5;0
V8;28;39;alta;5;f_5;0
V8;28;40;alta;5;f_5;1
